;index;idUnico;nome;cep;endereco;descricao;funcaoSocial;metaGlobal;dataInicialPrevista;dataFinalPrevista;dataInicialEfetiva;dataFinalEfetiva;dataCadastro;especie;natureza;naturezaOutras;situacao;descPlanoNacionalPoliticaVinculado;uf;qdtEmpregosGerados;descPopulacaoBeneficiada;populacaoBeneficiada;observacoesPertinentes;isModeladaPorBim;dataSituacao;tomadores;executores;repassadores;eixos;tipos;subTipos;fontesDeRecurso;tomadores.nome;tomadores.codigo;executores.nome;executores.codigo;repassadores.nome;repassadores.codigo;eixos.id;eixos.descricao;subTipos.id;subTipos.descricao;subTipos.idTipo;fontesDeRecurso.origem;fontesDeRecurso.valorInvestimentoPrevisto
616;815;44184.53-30;Obra de adequação das subestações do Colégio Militar de Brasília;70.790-;902/904 - Asa Norte, Brasília - DF;Obra de adequação das subestações do Colégio Militar de Brasília;A obra de adequação das subestações do Colégio Militar de Brasília tem como função social garantir uma infraestrutura elétrica segura, eficiente e adequada às demandas atuais da instituição, promovendo segurança para alunos e funcionários, continuidade das atividades escolares e eficiência energética. Além de minimizar riscos de acidentes e interrupções, a modernização das instalações apoia o uso de recursos pedagógicos e tecnológicos, assegurando o pleno funcionamento dos ambientes educacionais. Com isso, a obra contribui para o desenvolvimento educacional e cívico, reforçando o compromisso da instituição em formar cidadãos e líderes com excelência.;A meta global da obra de adequação das subestações do Colégio Militar de Brasília é modernizar e garantir a segurança e eficiência das instalações elétricas, assegurando conformidade com as normas técnicas vigentes e suprindo as demandas atuais e futuras da instituição. Essa modernização visa proporcionar continuidade e qualidade nas atividades escolares, evitando interrupções e riscos operacionais, além de promover o uso sustentável da energia, contribuindo para o desenvolvimento pleno das funções pedagógicas e administrativas.;2024-10-23;2025-09-18;;;2024-10-23;Construção;Obra;;Em execução;;DF;;;;;False;2024-12-09;[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'MINISTÉRIO DA DEFESA', 'codigo': 41066}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 95, 'descricao': 'Subestação', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1800000.0}];COMANDO DO EXÉRCITO;94;COMANDO DO EXÉRCITO;94;MINISTÉRIO DA DEFESA;41066;1;Administrativo;95;Subestação;5;Federal;1800000.0
617;816;29406.53-84;Modernização das instalações elétricas, de SPDA e de instalações especiais do MRE em Brasília/DF;;;Estudo Preliminar para a modernização das instalações elétricas, de SPDA e de instalações especiais e de Projeto Básico de entrada de energia (padrão concessionária local) do Palácio Itamaraty, Anexo I, Anexo II e do edifício do Instituto Rio Branco, localizados na Zona Cívico - Administrativa, BL H - Brasília, DF.;Decorridos mais de 50 anos desde sua construção, as edificações do conjunto arquitetônico da Secretaria de Estado das Relações Exteriores em Brasília — Palácio Itamaraty, Anexo I, Anexo II e Instituto Rio Branco (IRBr) — apresentam problemas estruturais importantes, destacando-se, como desafio mais premente, a obsolescência das instalações elétricas, já há muito fora das normas técnicas pertinentes e inadequadas às necessidades do Ministério. Nesse sentido, ao permitir as reformas estruturais necessárias para o funcionamento do Ministério, o projeto cumpre a função social de promover a conservação do patrimônio público, em conjunto arquitetônico tombado pelo Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN), essencial para o cumprimento da missão institucional do Itamaraty.;"Elaboração de levantamento 'as built' das edificações; elaboração de estudo preliminar para modernização de instalações elétricas, de SPDA e de instalações especiais; elaboração de projeto básico de entradas de energia.";2023-12-07;2025-11-15;;;2023-12-07;Reforma;Estudo;;Em execução;;DF;;;;Todos os levantamentos, estudos e projetos resultantes serão modelados em BIM. ;True;2023-12-07;[];[{'nome': 'MINISTERIO DAS RELACOES EXTERIORES', 'codigo': 35000}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 970000.0}];;;MINISTERIO DAS RELACOES EXTERIORES;35000;;;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;970000.0
618;817;8340.53-89;PNCV;;;Contratação, por meio de Pregão Eletrônico, de empresa especializada ou consórcio de empresas para execução dos serviços de disponibilização, instalação, operação e manutenção de equipamentos eletrônicos de controle de tráfego nas rodovias federais sob circunscrição do Departamento Nacional de Infraestrutura de Transporte – DNIT.;Fiscalização do excesso de velocidade nas rodovias e o controle de tráfego e com isso, promover a educação no trânsito.;Redução dos percentuais de acidentes e do índice de severidade dos mesmos à efetividade do Plano Nacional de Controle Eletrônico de Velocidade – PNCV.;2019-11-08;2024-11-05;2019-11-08;;2022-09-27;Ampliação;Outros;SERVIÇOS DE DISPONIBILIZAÇÃO, INSTALAÇÃO, OPERAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETRÔNICOS DE CONTROLE DE TRÁFEGO NAS RODOVIAS FEDERAIS;Em execução;;DF;;;;;False;2019-11-08;[];[{'nome': 'DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES', 'codigo': 54844}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 25, 'descricao': 'Rodovia', 'idEixo': 3}];[{'id': 4, 'descricao': 'Acessos Terrestres', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 104133733.23}];;;DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES;54844;;;3;Econômico;4;Acessos Terrestres;25;Federal;104133733.23
619;818;25440.53-89;Canteiro Modelo de Conservação de Brasília/DF;;Entre Rua dos Engenheiros, Rua Piauí, Avenida Pacheco Fernandes Dantas e Rua 3;Pretende-se a realização de ações de Assistência Técnica Pública e Gratuita, aos moldes da Lei Federal 11.888/2008, com vistas ao desenvolvimento, capacitação e qualificação de intervenções de conservação de bens Materiais no Distrito Federal. As Ações se desenvolverão primordialmente através da extensão universitária multidisciplinar, estágios supervisionados, residências acadêmicas, grupos de pesquisa e demais mecanismos acadêmicos capazes de garantir o fortalecimento técnico das práticas de conservação dos bens materiais inseridos em áreas do patrimônio cultural relacionado. As atividades desenvolvidas deverão ser gestionadas pelo DEPAM, coordenadas pela UNB - Universidade de Brasília e Instituto Federal. A estratégia baseia-se primordialmente no estabelecimento de TEDs (Termo de Execução Descentralizada) e ACTs (Acordo de Cooperação Técncica) entre o IPHAN e os parceiros alinhados à Ação. A instrução processual desta ação se fará através do processo SEI: 01450.006147/2023/72;Preservação do Patrimônio Cultural da Vila Planalto;Recuperar o Patrimônio Material;2023-11-29;2026-07-29;2024-07-24;;2023-09-14;Recuperação;Obra;;Em execução;;DF;;;;;False;2024-07-24;[];[{'nome': 'FUNDACAO UNIVERSIDADE DE BRASILIA', 'codigo': 26271}];[{'nome': 'INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL', 'codigo': 20411}];[{'id': 4, 'descricao': 'Social'}];[{'id': 43, 'descricao': 'Cultura', 'idEixo': 4}];[{'id': 90, 'descricao': 'Preservação do Patrimônio', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 5500000.0}];;;FUNDACAO UNIVERSIDADE DE BRASILIA;26271;INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL;20411;4;Social;90;Preservação do Patrimônio;5;Federal;5500000.0
620;819;27120.53-08;Plataforma elevatória;;Esplanada dos Ministérios, Bloco T, Edifício Anexo II;Reforma com adequações físicas, para viabilizar a instalação de 01 (um) elevador eletromecânico, fabricado e montado sob medida, sem casa de máquinas, de transporte vertical de pessoas com e/ou sem mobilidade reduzida, em conformidade às normas de acessibilidade vigentes para atender às necessidades do Ministério da Justiça e Segurança Pública, em Brasília/DF.;Justifica-se a presente demanda em virtude da necessidade de adequar o espaço físico da edificação do Anexo II do Ministério para o atendimento adequado aos servidores e usuários que possuem necessidades especiais, promovendo uma ação contínua de acessibilidade física, atendendo às exigências legais pertinentes, reforçando ainda mais o direito de ir e vir do cidadão portador de necessidades especiais.;Como função do equipamento de transporte vertical, temos a busca pela facilitação da locomoção de pessoas entre níveis ou andares da edificação.;2023-12-01;2024-07-01;2024-02-02;2024-06-28;2023-11-01;Reforma;Obra;;Concluída;;DF;;;;;False;2024-06-28;[{'nome': 'MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA', 'codigo': 235881}];[{'nome': 'MINISTERIO DA JUSTICA E SEGURANCA PUBLICA', 'codigo': 316}];[{'nome': 'MINISTERIO DA JUSTICA E SEGURANCA PUBLICA', 'codigo': 316}];[{'id': 1, 'descricao': 'Administrativo'}, {'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}, {'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}, {'id': 90, 'descricao': 'Preservação do Patrimônio', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 183016.97}];MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;235881;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;316;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;316;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;183016.97
621;820;27120.53-08;Plataforma elevatória;;Esplanada dos Ministérios, Bloco T, Edifício Anexo II;Reforma com adequações físicas, para viabilizar a instalação de 01 (um) elevador eletromecânico, fabricado e montado sob medida, sem casa de máquinas, de transporte vertical de pessoas com e/ou sem mobilidade reduzida, em conformidade às normas de acessibilidade vigentes para atender às necessidades do Ministério da Justiça e Segurança Pública, em Brasília/DF.;Justifica-se a presente demanda em virtude da necessidade de adequar o espaço físico da edificação do Anexo II do Ministério para o atendimento adequado aos servidores e usuários que possuem necessidades especiais, promovendo uma ação contínua de acessibilidade física, atendendo às exigências legais pertinentes, reforçando ainda mais o direito de ir e vir do cidadão portador de necessidades especiais.;Como função do equipamento de transporte vertical, temos a busca pela facilitação da locomoção de pessoas entre níveis ou andares da edificação.;2023-12-01;2024-07-01;2024-02-02;2024-06-28;2023-11-01;Reforma;Obra;;Concluída;;DF;;;;;False;2024-06-28;[{'nome': 'MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA', 'codigo': 235881}];[{'nome': 'MINISTERIO DA JUSTICA E SEGURANCA PUBLICA', 'codigo': 316}];[{'nome': 'MINISTERIO DA JUSTICA E SEGURANCA PUBLICA', 'codigo': 316}];[{'id': 1, 'descricao': 'Administrativo'}, {'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}, {'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}, {'id': 90, 'descricao': 'Preservação do Patrimônio', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 183016.97}];MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;235881;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;316;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;316;1;Administrativo;90;Preservação do Patrimônio;5;Federal;183016.97
622;823;58021.53-35;Construção de Abrigo Institucional para Crianças e Adolescentes - 20 usuários ;;;Construção de Abrigo Institucional para Crianças e Adolescentes;Garantir a proteção integral em local de referência de moradia, alimentação, vestuário, segurança, acessibilidade e materiais de higiene pessoal;Garantir a proteção integral em local de referência de moradia, alimentação, vestuário, segurança, acessibilidade e materiais de higiene pessoal;2025-06-01;2027-06-01;;;2025-05-05;Construção;Projeto de Investimento em Infraestrutura;;Cadastrada;;DF;;;;;False;2025-05-05;[];[{'nome': 'MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME', 'codigo': 308796}];[];[{'id': 4, 'descricao': 'Social'}];[{'id': 41, 'descricao': 'Assistência Social', 'idEixo': 4}];[{'id': 15, 'descricao': 'Aquisição de Máquinas e Equipamentos', 'idTipo': 41}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 964000.0}];;;MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME;308796;;;4;Social;15;Aquisição de Máquinas e Equipamentos;41;Federal;964000.0
623;824;64187.53-89;Reforma arquitetônica e retrofit de áreas internas do prédio sede do IBICT,;70.070-912;SAUS Quadra 5 Bloco H Lote 6, 308;Contratação de empresa especializada na execução de serviços de engenharia, com vistas à reforma arquitetônica e retrofit de áreas internas do prédio sede do IBICT, localizado no Setor de Autarquias Sul, Quadra 05, Lote 6, Bloco H – Brasília/DF.;"O retrofit das instalações permitirá a reconfiguração de espaços essenciais à missão institucional do Ibict, incluindo: A ampliação da Biblioteca Lydia de Queiroz Sambaquy, com sua realocação para o térreo, garantindo acesso
independente e universal, bem como a oferta de novos serviços, com sua transformação em um Centro Integrado de Informação; A implementação de políticas de conservação preventiva e curativa, assegurando melhores condições de preservação de acervos sensíveis, como documentos e fotografias, prolongando sua integridade; A criação do Centro de Pesquisa Integrada, que reunirá laboratórios estratégicos para o desenvolvimento de pesquisas e ações em ciência da informação, comunicação científica, combate à desinformação e inovação social, contribuindo significativamente para os objetivos institucionais. ";"Entre os benefícios diretos esperados, destacam-se:
Melhoria na segurança predial, com adequação das instalações elétricas às normas técnicas (NBR 5410) e inclusão de dispositivos de proteção; Aumento da eficiência energética, com adoção de sistemas modernos de iluminação e distribuição elétrica; Modernização da infraestrutura de rede, com cabeamento estruturado certificado, promovendo maior confiabilidade dos serviços de TI e comunicação; Melhoria das condições de trabalho para servidores e colaboradores, com ambientes mais acessíveis, confortáveis e funcionais; Aprimoramento da acessibilidade, conforme NBR 9050/2020, incluindo adequações nos sanitários e nos espaços de circulação; Melhor aproveitamento dos espaços físicos, com layouts mais compatíveis com os fluxos de trabalho atuais; Redução de custos futuros com manutenção corretiva, a partir da atualização completa das infraestruturas prediais. 
Como benefícios indiretos, espera-se: Maior eficiência na gestão dos recursos humanos e materiais, pela adequação dos ambientes ao uso intensivo de tecnologia e à reestruturação institucional; Valorização do patrimônio público, pela  ecuperação e modernização das instalações do edifício sede; Contribuição para o desenvolvimento nacional sustentável, com uso de materiais mais duráveis, soluções técnicas atualizadas e economia de energia elétrica; Racionalização de gastos públicos, ao evitar futuras reformas emergenciais ou intervenções fragmentadas. 
A contratação, portanto, está alinhada com os princípios da economicidade, eficiência e eficácia da Administração Pública, promovendo ganhos qualitativos e quantitativos para o Ibict e para a sociedade ";2025-08-11;2026-08-10;;;2025-07-11;Reforma;Obra;;Cadastrada;;DF;;;;;False;2025-07-11;[];[{'nome': 'INSTITUTO BRASILEIRO DE INFORMACOES EM CIENCIA E TECNOLOGIA', 'codigo': 4082993000149}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 4446552.7}];;;INSTITUTO BRASILEIRO DE INFORMACOES EM CIENCIA E TECNOLOGIA;4082993000149;;;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;4446552.7
624;825;58034.53-61;Construção de República para pessoas idosas - 7 usuários;;;Construção de República para pessoas idosas - 7 usuários;Garantir proteção, apoio e moradia subsidiada a idosos que podem desenvolver as atividades da vida diária de forma independente, mesmo com uso de equipamentos de apoio. O objetivo é promover a autonomia e independência dos idosos, permitindo que eles participem das decisões sobre o funcionamento da unidade. ;Garantir proteção, apoio e moradia subsidiada a idosos que podem desenvolver as atividades da vida diária de forma independente, mesmo com uso de equipamentos de apoio. O objetivo é promover a autonomia e independência dos idosos, permitindo que eles participem das decisões sobre o funcionamento da unidade. ;2025-06-01;2027-06-01;;;2025-05-05;Construção;Projeto de Investimento em Infraestrutura;;Cadastrada;;DF;;;;;False;2025-05-05;[];[{'nome': 'MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME', 'codigo': 308796}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 6, 'descricao': 'Assistência Social', 'idEixo': 1}];[{'id': 97, 'descricao': 'Unidade de Acolhimento', 'idTipo': 6}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 579000.0}];;;MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME;308796;;;1;Administrativo;97;Unidade de Acolhimento;6;Federal;579000.0
625;826;2174.53-44;"Remanescente da obra de construção da Escola de Inteligência do Exército, Quadras, Campos e Estacionamento (EsIMEx), Brasília-DF;";1;AI-GAB CMT EX- SMU, SMU - Brasília, DF;"Remanescente da obra de construção da Escola de Inteligência do Exército, Quadras, Campos e Estacionamento (EsIMEx), Brasília-DF;";"Construção da Escola de Inteligência do Exército, Quadras, Campos e Estacionamento (EsIMEx), Brasília-DF;";Construção da nova EsIMEx;2016-02-15;2017-08-08;;;2021-05-26;Construção;Obra;;Em execução;;DF;;;;;;2019-02-18;[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'MINISTÉRIO DA DEFESA', 'codigo': 41066}];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 30, 'descricao': 'Desenvolvimento', 'idEixo': 3}];[{'id': 75, 'descricao': 'Urbanização', 'idTipo': 38}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 11780477.64}];COMANDO DO EXÉRCITO;94;COMANDO DO EXÉRCITO;94;MINISTÉRIO DA DEFESA;41066;3;Econômico;75;Urbanização;38;Federal;11780477.64
626;827;2169.53-92;Contratação direta por dispensa de licitação do remanescente do PNR bloco F, SQN 114, em Brasília-DF;1;SHCN SQN 114 - Asa Norte, Brasília - DF;Contratação direta por dispensa de licitação do remanescente do PNR bloco F, SQN 114, em Brasília-DF;A finalidade da contratação é continuar com a obra de construção do Bloco F, SQN 114, com 48 apartamentos PNR. A retomada da obra e sua conclusão, no mais curto prazo possível, é extremamente importante para o Exército Brasileiro, tem em vista que os PNRs destina-se a viabilizar a movimentação de oficiais para a guarnição de Brasília, principalmente para atender às demandas dos Órgão de Direção Setorial (ODS) do Quartel General do Exército (QGEx). ;Prosseguir na construção de Bloco PNRs 48 Apartamentos - SQN 114 - Pjt 8 (REMANESCENTE);2013-12-05;2020-01-03;;;2021-05-25;Construção;Obra;;Em execução;;DF;;;;;;2018-08-08;[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'MINISTÉRIO DA DEFESA', 'codigo': 41066}];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 30, 'descricao': 'Desenvolvimento', 'idEixo': 3}];[{'id': 75, 'descricao': 'Urbanização', 'idTipo': 38}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 8200618.08}];COMANDO DO EXÉRCITO;94;COMANDO DO EXÉRCITO;94;MINISTÉRIO DA DEFESA;41066;3;Econômico;75;Urbanização;38;Federal;8200618.08
627;828;58035.53-18;Bancos de Alimentos (BA);;;Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva.;Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva.;Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva.;2025-06-01;2027-06-01;;;2025-05-05;Ampliação;Projeto de Investimento em Infraestrutura;;Cadastrada;;DF;;;;;False;2025-05-05;[];[{'nome': 'MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME', 'codigo': 308796}];[];[{'id': 4, 'descricao': 'Social'}];[{'id': 41, 'descricao': 'Assistência Social', 'idEixo': 4}];[{'id': 15, 'descricao': 'Aquisição de Máquinas e Equipamentos', 'idTipo': 41}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 600000.0}];;;MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME;308796;;;4;Social;15;Aquisição de Máquinas e Equipamentos;41;Federal;600000.0
628;829;51495.53-10;Qualificação viária nos estados do Mato Grosso, Pará e no Distrito Federal  [Sede] em 2025;;;Efetivar a qualificação viária urbana e rural, promovendo o desenvolvimento regional e melhoria da qualidade de vida da população beneficiada.;Incentivar o desenvolvimento regional sustentável por meio da execução de obras de infraestrutura viária, facilitando a mobilidade e o escoamento da produção.;Execução de obras de infraestrutura viária (conjunto de vias urbanas e rurais), com vistas à integração e melhoria das condições de logística para escoamento da produção, possibilitando aos produtores o acesso a centros de consumo (pontos de comercialização) de maneira competitiva - o que contribui para o desenvolvimento das atividades econômicas dos municípios - potencializando novos postos de trabalho, gerando renda, melhorando as condições de vida da população e combatendo o êxodo rural.;2025-01-01;2025-12-31;;;2025-02-05;Construção;Projeto de Investimento em Infraestrutura;70000000;Cadastrada;;DF;;;;;;2025-02-05;[];[{'nome': 'COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA', 'codigo': 169}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 24, 'descricao': 'Infraestrutura Urbana e Mobilidade', 'idEixo': 3}];[{'id': 58, 'descricao': 'Pavimentação', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}];;;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA;169;;;3;Econômico;58;Pavimentação;25;Federal;0.01
629;830;51050.53-07;Ed nº 369/2024 - prestação de serviços técnicos especializados para o levantamento integrado, contínuo e o processamento dos dados da condição da rede rodoviária pavimentada;;;Contratação de empresa para prestação de serviços técnicos especializados para o (i) levantamento integrado, contínuo e o processamento dos dados da condição da rede rodoviária pavimentada, e (ii) o assessoramento para o planejamento e avaliação da manutenção rodoviária em toda malha rodoviária federal sob administração do DNIT.;Ampliação da capacidade de trafego visando a melhoria da segurança do usuário;Projetos Básicos e Executivos de Engenharia;2024-12-31;2029-12-05;;;2024-12-30;Recuperação;Outros;Levantamentos;Cadastrada;;DF;;;;;False;2024-12-30;[];[{'nome': 'DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES', 'codigo': 54844}];[];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 25, 'descricao': 'Rodovia', 'idEixo': 3}];[{'id': 4, 'descricao': 'Acessos Terrestres', 'idTipo': 25}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 119689320.22}];;;DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES;54844;;;3;Econômico;4;Acessos Terrestres;25;Federal;119689320.22
630;831;44063.53-80;Regularização Fundiária do Sol Nascente, Trecho II, Etapa 1;;;Regularização Fundiária de Interesse Social em área de ocupação irregular no Distrito Federal.;O público alvo do objeto é a população que vive informalmente na Etapa 1 do Trecho II do Sol Nascente, na Região Administrativa Sol Nascente e Pôr do Sol (RA XXXII), contabilizando aproximadamente 10.588 lotes urbanizáveis. Ressalta-se, no entanto, que, dessas 10.588 ocupações, as localizadas em áreas de risco, delimitadas no EIA/RIMA e no PRAD não serão regularizadas, podendo haver uma redução no número total.. O Sol Nascente é considerado a maior favela do Brasil, segundo dados do Censo 2022(IBGE).  Já foram executados diversos estudos e projetos na área, no entanto, devido ao longo tempo transcorrido entre a elaboração dos projetos (2008) e o início da sua efetiva implantação (2014), os projetos encontram-se defasados em respeito à realidade existente. Hoje, as famílias possuem insegurança na posse da terra, condições inadequadas de moradia e riscos de morte relacionados a erosões presentes no local.. Espera-se com a execução do objeto que a área seja regularizada, provendo infraestrutura necessária e a finalização do processo de titulação dos ocupantes da área, considerando as especificidades contidas nos estudos a serem contratados. Espera-se que a regularização traga diversos benefícios para a comunidade, como segurança jurídica, acesso a serviços básicos, inclusão social e econômica, desenvolvimento urbano sustentável e redução de conflitos.;Regularização Fundiária de Interesse Social em área de ocupação irregular no Distrito Federal.;2024-10-11;2028-10-11;;;2024-10-21;Recuperação;Projeto;;Cadastrada;;DF;;;;;False;2024-10-21;[];[{'nome': 'COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL\xa0', 'codigo': 9335575000130}];[{'nome': 'MINISTÉRIO DAS CIDADES', 'codigo': 308798}];[{'id': 4, 'descricao': 'Social'}];[{'id': 45, 'descricao': 'Desenvolvimento', 'idEixo': 4}];[{'id': 75, 'descricao': 'Urbanização', 'idTipo': 38}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 3677796.48}];;;COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL ;9335575000130;MINISTÉRIO DAS CIDADES;308798;4;Social;75;Urbanização;38;Federal;3677796.48
631;832;58011.53-78;Construção do Centro-Dia - Centro-Dia de Referência - Capacidade de até 10 usuários;;;Construção do Centro-Dia - Centro-Dia de Referência ;Oferecer apoio e cuidados durante o dia a pessoas com deficiência em situação de dependência, ao mesmo tempo em que apoia as famílias e cuidadores na redução do estresse decorrente dos cuidados prolongados. ;Apoiar e cuidar durante o dia a pessoas com deficiência em situação de dependência, ao mesmo tempo em que apoia as famílias e cuidadores na redução do estresse decorrente dos cuidados prolongados. ;2025-06-01;2027-06-01;;;2025-05-05;Construção;Projeto de Investimento em Infraestrutura;;Cadastrada;;DF;;;;;False;2025-05-05;[];[{'nome': 'MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME', 'codigo': 308796}];[];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 6, 'descricao': 'Assistência Social', 'idEixo': 1}];[{'id': 97, 'descricao': 'Unidade de Acolhimento', 'idTipo': 6}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 793000.0}];;;MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME;308796;;;1;Administrativo;97;Unidade de Acolhimento;6;Federal;793000.0
